Volume Fraction,Fiber Shape,Fiber Length,Longitudinal Young's Modulus
0.15806328,3.0,2.0,15.535065
0.46539462,1.0,1.0,26.437496
0.12337563,1.0,1.0,14.5745325
0.18747115,1.0,1.0,17.499998
0.5614669,1.0,1.0,29.294287
0.55932134,1.0,1.0,29.271967
0.24671087,1.0,2.0,19.651516
0.5886237,3.0,2.0,29.294287
0.5706547,3.0,1.0,29.294287
0.3919396,3.0,2.0,22.615854
0.2847713,1.0,1.0,20.158564
0.14989927,3.0,1.0,15.535065
0.5527853,1.0,2.0,29.271967
0.27774712,1.0,1.0,20.158564
0.5230101,1.0,2.0,27.205091
0.48062465,3.0,1.0,26.626593
0.22231871,1.0,2.0,18.63372
0.48718977,1.0,1.0,26.626593
0.050445765,3.0,1.0,6.211974
0.13931605,1.0,1.0,14.5745325
0.20833454,2.0,2.0,17.499998
0.18579605,3.0,1.0,17.499998
0.32982486,3.0,2.0,21.322832
0.4543448,3.0,1.0,25.300566
0.31799033,1.0,1.0,21.322832
0.054039344,3.0,1.0,7.007684
0.5088009,1.0,2.0,27.205091
0.67866284,3.0,2.0,39.838528
0.666241,1.0,2.0,36.085163
0.312557,3.0,1.0,21.322832
0.25505492,1.0,1.0,19.651516
0.09498891,3.0,2.0,11.961511
0.64277536,1.0,1.0,33.465996
