Volume Fraction,Fiber Shape,Fiber Length,Composite Young's Modulus
0.64444995,3.0,2.0,10.777034
0.13477191,3.0,1.0,6.9222884
0.088630855,3.0,1.0,6.1505766
0.6018852,1.0,2.0,10.508249
0.65112805,2.0,2.0,10.810007
0.66975725,2.0,1.0,10.915961
0.3723832,2.0,2.0,8.893004
0.09190291,1.0,1.0,6.18812
0.120060354,2.0,2.0,6.5336175
0.62729615,3.0,2.0,10.647809
0.2847944,1.0,1.0,8.295589
0.37595928,3.0,2.0,9.0365305
0.48423922,2.0,1.0,9.763629
0.36148608,3.0,2.0,8.827558
0.6147707,3.0,1.0,10.600792
0.6489021,2.0,2.0,10.786135
0.6829183,3.0,1.0,11.046526
0.4605344,3.0,2.0,9.649129
0.50130105,2.0,1.0,9.865222
0.3640655,1.0,2.0,8.794701
0.49851617,3.0,1.0,9.981698
0.6453924,3.0,1.0,10.7719345
0.08220043,3.0,1.0,6.0024047
0.21809229,3.0,1.0,7.68642
0.34857488,2.0,1.0,8.851453
0.061572682,3.0,1.0,5.8175926
0.5599508,1.0,1.0,10.306589
0.6389096,2.0,2.0,10.754363
0.6836257,1.0,1.0,11.051005
0.23271292,1.0,2.0,7.710946
0.45316237,2.0,1.0,9.649909
0.06821455,2.0,1.0,5.9040084
0.6409929,3.0,1.0,10.74643
0.111388646,2.0,1.0,6.5095654
0.3345088,2.0,1.0,8.7684965
0.39487678,1.0,2.0,8.990391
0.6709018,2.0,1.0,10.936435
0.5426869,1.0,2.0,10.220283
0.6363082,1.0,1.0,10.679482
0.67389894,2.0,2.0,10.981667
0.6458913,3.0,1.0,10.772908
0.6468369,2.0,2.0,10.778875
0.6155278,2.0,1.0,10.596444
0.52336407,2.0,1.0,10.172086
0.058522016,3.0,2.0,5.7044353
